age,female,"bs(age, df=6, degree=3, include_intercept=False)[0]","bs(age, df=6, degree=3, include_intercept=False)[1]","bs(age, df=6, degree=3, include_intercept=False)[2]","bs(age, df=6, degree=3, include_intercept=False)[3]","bs(age, df=6, degree=3, include_intercept=False)[4]","bs(age, df=6, degree=3, include_intercept=False)[5]","bs(age, df=6, degree=3, include_intercept=False)[0]:female","bs(age, df=6, degree=3, include_intercept=False)[1]:female","bs(age, df=6, degree=3, include_intercept=False)[2]:female","bs(age, df=6, degree=3, include_intercept=False)[3]:female","bs(age, df=6, degree=3, include_intercept=False)[4]:female","bs(age, df=6, degree=3, include_intercept=False)[5]:female"
43.917,0,3.6932811533381116e-05,0.1648774586440291,0.7456451694833579,0.08944043906107964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.917,1,3.6932811533381116e-05,0.1648774586440291,0.7456451694833579,0.08944043906107964,0.0,0.0,3.6932811533381116e-05,0.1648774586440291,0.7456451694833579,0.08944043906107964,0.0,0.0
44.0,0,2.9048656499626983e-05,0.16263543522686724,0.746482885471613,0.09085263064502012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,1,2.9048656499626983e-05,0.16263543522686724,0.746482885471613,0.09085263064502012,0.0,0.0,2.9048656499626983e-05,0.16263543522686724,0.746482885471613,0.09085263064502012,0.0,0.0
44.083,0,2.2374862153357654e-05,0.16040992622815575,0.7472880894687113,0.09227960944097967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.083,1,2.2374862153357654e-05,0.16040992622815575,0.7472880894687113,0.09227960944097967,0.0,0.0,2.2374862153357654e-05,0.16040992622815575,0.7472880894687113,0.09227960944097967,0.0,0.0
44.167,0,1.6810565103949366e-05,0.15820120261059914,0.7480605343586093,0.09372145246568751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.167,1,1.6810565103949366e-05,0.15820120261059914,0.7480605343586093,0.09372145246568751,0.0,0.0,1.6810565103949366e-05,0.15820120261059914,0.7480605343586093,0.09372145246568751,0.0,0.0
44.25,0,1.2254901960778392e-05,0.156009535336902,0.7487999730252644,0.09517823673587293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.25,1,1.2254901960778392e-05,0.156009535336902,0.7487999730252644,0.09517823673587293,0.0,0.0,1.2254901960778392e-05,0.156009535336902,0.7487999730252644,0.09517823673587293,0.0,0.0
44.333,0,8.607009333220976e-06,0.15383519536976872,0.7495061583526327,0.09665003926826521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.333,1,8.607009333220976e-06,0.15383519536976872,0.7495061583526327,0.09665003926826521,0.0,0.0,8.607009333220976e-06,0.15383519536976872,0.7495061583526327,0.09665003926826521,0.0,0.0
44.417,0,5.766023830653368e-06,0.15167845367190394,0.7501788432246718,0.09813693707959359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.417,1,5.766023830653368e-06,0.15167845367190394,0.7501788432246718,0.09813693707959359,0.0,0.0,5.766023830653368e-06,0.15167845367190394,0.7501788432246718,0.09813693707959359,0.0,0.0
44.5,0,3.6310820624518254e-06,0.14953958120601207,0.7508177805253382,0.09963900718658736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.5,1,3.6310820624518254e-06,0.14953958120601207,0.7508177805253382,0.09963900718658736,0.0,0.0,3.6310820624518254e-06,0.14953958120601207,0.7508177805253382,0.09963900718658736,0.0,0.0
44.583,0,2.101320637992596e-06,0.14741884893479765,0.7514227231385886,0.10115632660597577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.583,1,2.101320637992596e-06,0.14741884893479765,0.7514227231385886,0.10115632660597577,0.0,0.0,2.101320637992596e-06,0.14741884893479765,0.7514227231385886,0.10115632660597577,0.0,0.0
44.667,0,1.0758761666519338e-06,0.14531652782096516,0.7519934239483801,0.10268897235448807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.667,1,1.0758761666519338e-06,0.14531652782096516,0.7519934239483801,0.10268897235448807,0.0,0.0,1.0758761666519338e-06,0.14531652782096516,0.7519934239483801,0.10268897235448807,0.0,0.0
44.75,0,4.5388525780609113e-07,0.14323288882721913,0.7525296358386695,0.10423702144885354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.75,1,4.5388525780609113e-07,0.14323288882721913,0.7525296358386695,0.10423702144885354,0.0,0.0,4.5388525780609113e-07,0.14323288882721913,0.7525296358386695,0.10423702144885354,0.0,0.0
44.833,0,1.3448452083131973e-07,0.14116820291626409,0.7530311116934136,0.10580055090580148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.833,1,1.3448452083131973e-07,0.14116820291626409,0.7530311116934136,0.10580055090580148,0.0,0.0,1.3448452083131973e-07,0.14116820291626409,0.7530311116934136,0.10580055090580148,0.0,0.0
44.917,0,1.681056510387197e-08,0.13912274105080452,0.7534976043965692,0.10737963774206111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
