N,E,S1,S2,D
0.16631,0.09565,0.05614,0.03313,0.64877
0.16542,0.09534,0.05526,0.033,0.65098
0.16438,0.09437,0.05489,0.03279,0.65357
0.16345,0.09405,0.0542,0.0323,0.656
0.16229,0.09343,0.05361,0.03226,0.65841
0.16156,0.09252,0.05296,0.03218,0.66078
0.16069,0.0918,0.05225,0.03213,0.66313
0.15964,0.09121,0.05165,0.032,0.6655
0.15871,0.09025,0.05139,0.03177,0.66788
0.15779,0.08935,0.05107,0.0315,0.67029
0.15693,0.08852,0.05057,0.03129,0.67269
0.15591,0.08771,0.05016,0.03096,0.67526
0.15523,0.08686,0.04988,0.03084,0.67719
0.15424,0.08627,0.04946,0.03036,0.67967
0.15322,0.08563,0.04889,0.02996,0.6823
0.15208,0.085,0.04849,0.02965,0.68478
